idx	outcome	cause	test	rc	dur_s	sub_passed	sub_failed	metric	reason
246	PASS	ok	misc::mega_batch_k::matern_recovers_polynomial	0	2	1	0		
247	PASS	ok	misc::mega_batch_k::matern_with_explicit_centers	0	1	1	0		
248	PASS	ok	misc::mega_batch_k::periodic_at_seam_doubled	0	0	1	0		
249	PASS	ok	misc::mega_batch_k::periodic_double_amplitude	0	0	1	0		
250	PASS	ok	misc::mega_batch_k::periodic_handles_negative_offset_data	0	0	1	0		
251	PASS	ok	misc::mega_batch_k::periodic_handles_quarter_period_data	0	0	1	0		
252	PASS	ok	misc::mega_batch_k::periodic_handles_three_quarter_period_data	0	0	1	0		
253	PASS	ok	misc::mega_batch_k::periodic_predictions_smooth_across_grid	0	0	1	0		
254	PASS	ok	misc::mega_batch_k::periodic_recovers_zero_truth	0	0	1	0		
255	PASS	ok	misc::mega_batch_k::periodic_with_high_freq_truth	0	0	1	0		
256	PASS	ok	misc::mega_batch_k::periodic_with_k_equal_basis_minimum	0	0	1	0		
257	PASS	ok	misc::mega_batch_k::periodic_with_lots_of_data	0	0	1	0		
258	PASS	ok	misc::mega_batch_k::periodic_with_low_freq_truth	0	0	1	0		
259	PASS	ok	misc::mega_batch_k::smooth_at_data_extremes	0	0	1	0		
260	PASS	ok	misc::mega_batch_k::smooth_consistent_across_seeds	0	0	1	0		
261	PASS	ok	misc::mega_batch_k::smooth_finite_at_data_centroid	0	0	1	0		
262	PASS	ok	misc::mega_batch_k::smooth_handles_one_outlier_high	0	1	1	0		
263	PASS	ok	misc::mega_batch_k::smooth_handles_one_outlier_low	0	0	1	0		
264	PASS	ok	misc::mega_batch_k::smooth_k_consistency_check	0	0	1	0		
265	PASS	ok	misc::mega_batch_k::smooth_predictions_smooth_across_grid	0	0	1	0		
266	PASS	ok	misc::mega_batch_k::smooth_recovers_decreasing_truth	0	0	1	0		
267	PASS	ok	misc::mega_batch_k::smooth_recovers_increasing_truth	0	0	1	0		
268	PASS	ok	misc::mega_batch_k::smooth_recovers_inverted_v_shape	0	0	1	0		
269	PASS	ok	misc::mega_batch_k::smooth_recovers_quadratic_in_offset_domain	0	0	1	0		
270	PASS	ok	misc::mega_batch_k::smooth_recovers_v_shape	0	0	1	0		
271	PASS	ok	misc::mega_batch_k::smooth_recovers_zero_truth	0	0	1	0		
272	PASS	ok	misc::mega_batch_k::smooth_with_data_in_negative_range	0	0	1	0		
273	PASS	ok	misc::mega_batch_k::smooth_with_explicit_intercept_excluded	0	0	1	0		
274	PASS	ok	misc::mega_batch_k::smooth_with_large_data_count_finishes	0	0	1	0		
275	PASS	ok	misc::mega_batch_k::smooth_with_normal_noise_high_sigma	0	0	1	0		
276	PASS	ok	misc::mega_batch_k::smooth_x_squared_inflection_at_zero	0	0	1	0		
277	PASS	ok	misc::mega_batch_k::sphere_consistent_across_seeds	0	0	1	0		
278	PASS	ok	misc::mega_batch_k::sphere_finite_at_pole_predict	0	1	1	0		
279	PASS	ok	misc::mega_batch_k::sphere_grid_data_works	0	0	1	0		
280	PASS	ok	misc::mega_batch_k::sphere_harmonic_finite_at_pole	0	0	1	0		
281	PASS	ok	misc::mega_batch_k::sphere_lat_zero_lon_varies_finite	0	0	1	0		
282	PASS	ok	misc::mega_batch_k::sphere_predictions_smooth_along_lat_band	0	0	1	0		
283	PASS	ok	misc::mega_batch_k::sphere_recovers_lat_squared	0	0	1	0		
284	PASS	ok	misc::mega_batch_k::sphere_recovers_lon_dependent	0	0	1	0		
285	PASS	ok	misc::mega_batch_k::sphere_recovers_zero_truth	0	0	1	0		
286	PASS	ok	misc::mega_batch_k::sphere_strict_lat_bound_at_90	0	0	1	0		
287	PASS	ok	misc::mega_batch_k::sphere_wahba_default_method_is_sobolev	0	0	1	0		
288	PASS	ok	misc::mega_batch_k::sphere_wahba_pseudo_smoke_test	0	2	1	0		
289	PASS	ok	misc::mega_batch_k::sphere_with_lots_of_data	0	0	1	0		
290	PASS	ok	misc::mega_batch_k::sphere_with_method_mgcv_alias	0	1	1	0		
291	PASS	ok	misc::mega_batch_k::sphere_with_method_sos_alias	0	1	1	0		
292	PASS	ok	misc::mega_batch_k::sphere_with_minimum_basis_finite	0	0	1	0		
293	PASS	ok	misc::mega_batch_k::te_recovers_zero_truth	0	0	1	0		
294	PASS	ok	misc::mega_batch_k::te_with_disparate_scales	0	0	1	0		
295	PASS	ok	misc::mega_batch_k::te_with_high_k	0	2	1	0		
296	PASS	ok	misc::mega_batch_k::te_with_low_k	0	0	1	0		
297	PASS	ok	misc::mega_batch_k::te_with_minimum_basis_finite	0	0	1	0		
298	PASS	ok	misc::mega_batch_k::tensor_2d_finite_at_origin	0	0	1	0		
299	PASS	ok	misc::mega_batch_k::tensor_2d_interaction	0	0	1	0		
300	PASS	ok	misc::mega_batch_k::tensor_2d_recovers_x	0	0	1	0		
301	PASS	ok	misc::mega_batch_k::tensor_2d_recovers_y	0	0	1	0		
302	PASS	ok	misc::mega_batch_k::torus_recovers_double_periodic	0	0	1	0		
303	PASS	ok	misc::mega_batch_k::torus_seam_u_continuous	0	0	1	0		
304	PASS	ok	misc::mega_batch_k::torus_seam_v_continuous	0	0	1	0		
305	PASS	ok	misc::quality_corrected_aic_psis_loo_selection::corrected_aic_penalizes_at_least_as_much_as_conditional	0	0	1	0	edf_cond=8.4102 edf_corr=8.4776 rho_df=0.0675 	
306	PASS	ok	misc::quality_corrected_aic_psis_loo_selection::psis_loo_paired_comparison_prefers_the_true_generator	0	0	1	0		
307	PASS	ok	misc::quality_expectile_gam_heteroscedastic_truth::expectile_gam_recovers_closed_form_heteroscedastic_expectiles	0	1	1	0		
308	PASS	ok	misc::quality_llm_weekday_circle::weekday_circle_beats_the_seven_cluster_null_with_an_evidence_margin	0	10	1	0		
309	PASS	ok	misc::quality_llm_weekday_circle::weekday_is_bound_to_month_when_planted_jointly_and_fissions_when_additive	0	0	1	0		
310	PASS	ok	misc::quality_mixture_rung_vs_reference::circle_regime_gam_selects_smooth_circle_not_mixture_via_interpolated_holdout	0	6	1	0		
311	PASS	ok	misc::quality_mixture_rung_vs_reference::cluster_regime_gam_selects_mixture_and_recovers_k_match_or_beat_sklearn	0	15	1	0		
312	PASS	ok	misc::quality_re_random_slope_partial_pools_to_population::re_random_slope_partial_pools_toward_population	0	0	1	0	edf=15.79 	
313	PASS	ok	misc::quality_ti_anova_scattered_recovers_truth::gam_ss_ti_anova_recovers_truth_on_scattered_data	0	2	1	0	rmse_gam_vs_truth=0.00129 rmse_gam=0.00129 rmse_mgcv=0.00775 	
314	PASS	ok	misc::quality_validation_baseline_1471::concurvity_two_smooths_corr_090_recovers_truth_and_matches_mgcv	0	1	1	0	edf=16.968 edf=16.965 rmse_vs_truth=0.06971 rmse_vs_truth=0.06971 r2=0.9942 edf_sx=7.224 edf_sz=6.745 edf=8.222 r2=0.9743 rmse=0.10586 rmse=0.10587 r2=0.9986 rmse=0.04895 rmse=0.04894 	
315	PASS	ok	misc::quality_validation_baseline_1471::cyclic_tensor_periodic_clamped_wraps_and_matches_mgcv	0	1	1	0	edf=35.117 edf=34.538 seam_gap=0.00e0 rmse_vs_truth=0.01436 rmse_vs_truth=0.01518 	
316	PASS	ok	misc::quality_validation_baseline_1471::poisson_response_ci_is_calibrated_and_matches_mgcv	0	25	1	0		
317	PASS	ok	misc::quality_validation_baseline_1471::smooth_plus_linear_same_var_recovers_truth_and_matches_mgcv	0	1	1	0	edf=8.876 edf=8.868 rmse_vs_truth=0.03395 rmse_vs_truth=0.03393 r2=0.9991 	
318	PASS	ok	misc::quality_validation_baseline_1471::tweedie_log_smooth_recovers_truth_and_matches_mgcv	0	107	1	0	edf=5.170 edf=5.242 rmse_vs_truth=0.14342 rmse_vs_truth=0.14296 edf=5.939 edf=6.027 rmse_vs_truth=0.08642 rmse_vs_truth=0.08628 edf=5.669 edf=5.716 rmse_vs_truth=0.06220 rmse_vs_truth=0.06243 edf=6.246 edf=6.303 rmse_vs_truth=0.06664 rmse_vs_truth=0.06628 edf=6.081 edf=6.130 rmse_vs_truth=0.12287 rmse_vs_truth=0.12328 rmse=0.09631 rmse=0.09625 	
319	PASS	ok	misc::quality_vs_compositions_alr_closure::simplex_frechet_mean_is_the_optimal_aitchison_center	0	0	1	0	rel_l2=5.172e-16 rel_l2=3.014e-16 	
320	PASS	ok	misc::quality_vs_compositions_alr_closure::simplex_frechet_mean_is_the_optimal_aitchison_center_on_real_data	0	1	1	0	rel_l2=4.276e-17 	
321	PASS	ok	misc::quality_vs_compositions_frechet_mean::frechet_mean_is_the_aitchison_barycenter	0	1	1	0	rel_l2=2.829e-16 	
322	PASS	ok	misc::quality_vs_compositions_frechet_mean::frechet_mean_is_the_aitchison_barycenter_on_real_data	0	1	1	0		
323	PASS	ok	misc::quality_vs_compositions_skye_afm_aitchison_center::gam_aitchison_center_of_skye_afm_lavas_is_optimal_and_clr_exact	0	0	1	0	rel_l2=2.427e-16 	
324	PASS	ok	misc::quality_vs_flexsurv_piecewise_constant_vs_rp_baseline::gam_smooth_ispline_baseline_predicts_icu_survival	0	10	1	0		
325	PASS	ok	misc::quality_vs_flexsurv_piecewise_constant_vs_rp_baseline::gam_smooth_ispline_baseline_predicts_icu_survival_on_real_data	0	3	1	0		
326	PASS	ok	misc::quality_vs_flexsurv_rp_baseline::gam_rp_baseline_holdout_concordance_matches_or_beats_flexsurvspline_on_heart_failure	0	1	1	0		
327	PASS	ok	misc::quality_vs_flexsurv_rp_baseline::gam_rp_baseline_holdout_concordance_matches_or_beats_flexsurvspline_on_veteran	0	1	1	0		
328	METRIC_OFF	quality_metric	misc::quality_vs_gamlss_beta_dispersion_location_scale_1060::gam_beta_dispersion_location_scale_recovers_phi_surface_vs_gamlss	101	3	0	1		thread 'misc::quality_vs_gamlss_beta_dispersion_location_scale_1060::gam_beta_dispersion_location_scale_recovers_phi_surface_vs_gamlss' (57701) panicked at tests/quality/misc/quality_vs_gamlss_beta_dispersion_location_scale_1060.rs:275:5: :: gam logit-mean recovery must match-or-beat gamlss: gam=0.04252 gamlss=0.02494
329	METRIC_OFF	quality_metric	misc::quality_vs_gamlss_gagurine_location_scale::gam_location_scale_predicts_gagurine_better_than_baseline	101	24	0	1		thread 'misc::quality_vs_gamlss_gagurine_location_scale::gam_location_scale_predicts_gagurine_better_than_baseline' (57760) panicked at tests/quality/misc/quality_vs_gamlss_gagurine_location_scale.rs:377:5: :: gam global-LAML held-out NLL 3.49758 worse than matched mgcv global-LAML NLL 3.46012 by >1%
330	METRIC_OFF	quality_metric	misc::quality_vs_gamlss_negbin_dispersion_location_scale_1060::gam_negbin_dispersion_location_scale_recovers_theta_surface_vs_gamlss	101	29	0	1		thread 'misc::quality_vs_gamlss_negbin_dispersion_location_scale_1060::gam_negbin_dispersion_location_scale_recovers_theta_surface_vs_gamlss' (57821) panicked at tests/quality/misc/quality_vs_gamlss_negbin_dispersion_location_scale_1060.rs:265:5: :: gam log-mean recovery must match-or-beat gamlss: gam=0.06695 gamlss=0.04115
331	PASS	ok	misc::quality_vs_geomstats_grassmann_exp_log_roundtrip::grassmann_exp_log_roundtrip_matches_geomstats	0	0	1	0		
332	PASS	ok	misc::quality_vs_geomstats_olive_oils_grassmann::olive_oils_grassmann_distance_matches_geomstats	0	1	1	0		
333	PASS	ok	misc::quality_vs_geomstats_olive_oils_grassmann::olive_oils_grassmann_distance_matches_geomstats_on_real_data	0	1	1	0	accuracy=0.778 accuracy=0.778 	
334	PASS	ok	misc::quality_vs_geomstats_stiefel_exp_log_roundtrip::gam_stiefel_exp_is_a_valid_canonical_metric_geodesic	0	1	1	0	geodesic_rel_err=2.345e-7 	
335	METRIC_OFF	quality_metric	misc::quality_vs_gpyto_gp_regression::gam_gp_regression_recovers_truth	101	9	0	1	rmse_vs_truth=0.0173 rmse_vs_truth=0.0143 coverage95=1.000 rel_l2_to_gpt=0.0078 pearson=0.8568 ession.rs:272:5 	thread 'misc::quality_vs_gpyto_gp_regression::gam_gp_regression_recovers_truth' (58067) panicked at tests/quality/misc/quality_vs_gpyto_gp_regression.rs:272:5: :: gam GP truth-recovery worse than GPyTorch baseline: gam=0.0173 > 1.10*gpt=0.0158
336	PASS	ok	misc::quality_vs_gpyto_gp_regression::gam_gp_regression_recovers_truth_on_real_data	0	5	1	0	R2=0.9316 rmse=0.0711 rmse=0.0710 rel_l2_to_gpt=0.0104 	
337	PASS	ok	misc::quality_vs_inla_rw2_spde_penalized_baseline::gam_rw2_pspline_predicts_held_out_at_least_as_well_as_inla	0	2	1	0	R2=0.9140 rmse=0.08647 R2=0.9107 rmse=0.08811 	
338	PASS	ok	misc::quality_vs_inla_rw2_spde_penalized_baseline::gam_rw2_pspline_predicts_held_out_at_least_as_well_as_inla_on_real_data	0	5	1	0	edf_total=16.899 R2=0.0212 rmse=0.39316 R2=0.0289 rmse=0.39160 	
339	GAM_ERROR	gam_fit_failed	misc::quality_vs_lifelines_interval_censored_truth_recovery::gam_recovers_interval_censored_latent_truth_match_or_beat_lifelines	101	0	0	1		thread 'misc::quality_vs_lifelines_interval_censored_truth_recovery::gam_recovers_interval_censored_latent_truth_match_or_beat_lifelines' (58459) panicked at tests/quality/misc/quality_vs_lifelines_interval_censored_truth_recovery.rs:174:10: :: gam interval-censored latent fit must route through the formula fit path: InvalidConfig { reason: 'workflow latent survival baseline failed: Fatal outer-ob
340	PASS	ok	misc::quality_vs_lifelines_rmst_truth_recovery::gam_recovers_rmst_truth_match_or_beat_lifelines	0	0	1	0		
341	PASS	ok	misc::quality_vs_lme4_random_intercept::gam_random_intercept_matches_lme4	0	2	1	0		
342	PASS	ok	misc::quality_vs_lme4_random_intercept::gam_random_intercept_matches_lme4_on_real_data	0	1	1	0	rmse=29.441 rmse=29.499 	
343	PASS	ok	misc::quality_vs_lme4_random_slope::gam_factor_smooth_random_slope_matches_lme4	0	1	1	0	edf=9.954 	
344	PASS	ok	misc::quality_vs_lme4_random_slope::gam_factor_smooth_random_slope_matches_lme4_on_real_data	0	1	1	0	edf=32.806 R2=0.3147 rmse=49.0886 rmse=49.1802 	
345	PASS	ok	misc::quality_vs_lme4_sleepstudy_random_slope_forecast::gam_sleepstudy_random_slope_forecasts_held_out_days_vs_lme4	0	1	1	0	edf=31.48 	
346	METRIC_OFF	quality_metric	misc::quality_vs_mass_ordinal_polr::gam_continuation_ratio_matches_vgam_sratio	101	2	0	1	edf=7.359 rmse=0.0155 rmse=0.0111 	thread 'misc::quality_vs_mass_ordinal_polr::gam_continuation_ratio_matches_vgam_sratio' (58815) panicked at tests/quality/misc/quality_vs_mass_ordinal_polr.rs:468:5: :: gam class probs less accurate than VGAM::sratio against truth: gam_rmse=0.0155 vgam_rmse=0.0111
347	METRIC_OFF	quality_metric	misc::quality_vs_mass_ordinal_polr::gam_continuation_ratio_matches_vgam_sratio_on_real_data	101	0	0	1	edf=4.000 acc=0.4615 	thread 'misc::quality_vs_mass_ordinal_polr::gam_continuation_ratio_matches_vgam_sratio_on_real_data' (58874) panicked at tests/quality/misc/quality_vs_mass_ordinal_polr.rs:848:5: :: gam held-out ordinal accuracy too low: gam=0.3077 (bar 0.45, majority floor 0.4615)
348	PASS	ok	misc::quality_vs_mgcv_bike_sharing_torus::gam_torus_predicts_bike_sharing_diurnal_seasonal_cycle_vs_mgcv	0	4	1	0	edf=68.593 edf=64.830 R2=0.97167 rmse=0.21357 rmse=0.24555 rel_l2_gam_vs_mgcv=0.03198 seam_gap=0.000e0 seam_gap=0.000e0 	
349	METRIC_OFF	quality_metric	misc::quality_vs_mgcv_pair_surface_live_backend::fit_pair_surface_recovers_truth_and_matches_or_beats_mgcv_te	101	1	0	1	rmse_vs_truth=0.010273 rmse_vs_truth=0.008617 edf=55.252 edf=23.630 rmse=0.010273 rmse=0.008617 	thread 'misc::quality_vs_mgcv_pair_surface_live_backend::fit_pair_surface_recovers_truth_and_matches_or_beats_mgcv_te' (58984) panicked at tests/quality/misc/quality_vs_mgcv_pair_surface_live_backend.rs:187:5: :: live pair-surface backend is less accurate than mgcv te() at recovering the truth: gam_rmse=0.010273 > 1.10 * mgcv_rmse=0.008617
350	PASS	ok	misc::quality_vs_mgcv_thin_plate_1d::gam_thin_plate_1d_predicts_heldout_lidar_at_least_as_well_as_mgcv	0	2	1	0	R2_avg=0.9165 	
351	PASS	ok	misc::quality_vs_mgcv_thin_plate_1d::gam_thin_plate_1d_predicts_heldout_lidar_at_least_as_well_as_mgcv_on_real_data	0	2	1	0	R2_avg=0.9263 	
352	PASS	ok	misc::quality_vs_mgcv_thin_plate_1d::tp_single_penalty_does_not_overfit_linear_data_1271	0	1	1	0	edf_total=2.0000 edf_total=2.0000 edf_total=2.0000 edf_total=2.4427 edf_total=2.0000 edf=2.0885 	
353	METRIC_OFF	quality_metric	misc::quality_vs_pygam_logistic_1d_shape::gam_logistic_1d_shape_matches_pygam_on_logit_scale	101	1	0	1	edf=3.955 edf=5.371 edf_rel=0.264 pearson=0.99131 rel_l2=0.1393 	thread 'misc::quality_vs_pygam_logistic_1d_shape::gam_logistic_1d_shape_matches_pygam_on_logit_scale' (59185) panicked at tests/quality/misc/quality_vs_pygam_logistic_1d_shape.rs:251:5: :: gam's truth-recovery error exceeds pyGAM's by >10%: gam=0.3944 pygam=0.3431
354	PASS	ok	misc::quality_vs_pygam_logistic_1d_shape::gam_logistic_1d_shape_matches_pygam_on_logit_scale_on_real_data	0	2	1	0	edf=3.802 edf=3.537 auc=0.6369 auc=0.6365 logloss=0.6579 logloss=0.6572 	
355	PASS	ok	misc::quality_vs_python_scipy_alr_geometric_mean::simplex_geometric_mean_minimizes_aitchison_frechet_objective	0	0	1	0		
356	PASS	ok	misc::quality_vs_python_scipy_alr_geometric_mean::simplex_geometric_mean_minimizes_aitchison_frechet_objective_on_real_data	0	1	1	0		
357	METRIC_OFF	quality_metric	misc::quality_vs_r_fields_mkriging::gam_matern_kriging_matches_fields_mkrig	101	1	0	1	edf=18.412 rmse=0.1104 rmse=0.1026 rel_l2=0.2100 	thread 'misc::quality_vs_r_fields_mkriging::gam_matern_kriging_matches_fields_mkrig' (59373) panicked at tests/quality/misc/quality_vs_r_fields_mkriging.rs:242:5: :: gam Matern kriging max pointwise error vs truth too large: 0.3235 (>= 0.25)
358	METRIC_OFF	quality_metric	misc::quality_vs_r_gpgp_likelihood::gam_gp_smooth_recovers_truth_and_predicts	101	7	0	1		thread 'misc::quality_vs_r_gpgp_likelihood::gam_gp_smooth_recovers_truth_and_predicts' (59431) panicked at tests/quality/misc/quality_vs_r_gpgp_likelihood.rs:316:5: :: gam held-out R² too low: 0.8664 (bar 0.95)
359	GAM_ERROR	gam_fit_failed	misc::quality_vs_r_mlt_conditional_transformation_binary_covariate::gam_conditional_transformation_pit_is_calibrated_on_bone	101	0	0	1	rho_dim=3 	thread 'misc::quality_vs_r_mlt_conditional_transformation_binary_covariate::gam_conditional_transformation_pit_is_calibrated_on_bone' (59583) panicked at tests/quality/misc/quality_vs_r_mlt_conditional_transformation_binary_covariate.rs:136:59: :: gam transformation CTM fit: IntegrationFailed { reason: 'transformation fit failed: custom-family optimization error in fit_custom_family outer smoothin
360	PASS	ok	misc::quality_vs_robcompositions_generalized_mean_coordinates::gam_simplex_frechet_mean_recovers_known_aitchison_center	0	3	1	0	rmse=1.522e-2 rmse=1.522e-2 rmse=1.522e-2 	
361	PASS	ok	misc::quality_vs_robcompositions_generalized_mean_coordinates::gam_simplex_frechet_mean_recovers_known_aitchison_center_on_real_data	0	2	1	0		
362	PASS	ok	misc::quality_vs_rstpm2_pstpm2_monotone_baseline_constraint::gam_penalized_baseline_is_monotone_and_concordant_on_cirrhosis	0	1	1	0		
363	PASS	ok	misc::quality_vs_rstpm2_pstpm2_penalized_baseline::gam_penalized_baseline_predicts_heldout_survival_on_cirrhosis	0	2	1	0		
364	METRIC_OFF	quality_metric	misc::quality_vs_scam_monotone_baseline::gam_monotone_baseline_recovers_log_cumhaz_truth	101	1	0	1		thread 'misc::quality_vs_scam_monotone_baseline::gam_monotone_baseline_recovers_log_cumhaz_truth' (59825) panicked at tests/quality/misc/quality_vs_scam_monotone_baseline.rs:352:5: :: gam less accurate than scam on truth recovery: rmse(gam,truth)=0.2546 > 1.10 * rmse(scam,truth)=0.1339
365	GAM_ERROR	gam_fit_failed	misc::quality_vs_scipy_pit_transformation_normal::transformation_normal_held_out_pit_is_uniform	101	10	0	1	rho_dim=5 rho_dim=5 	thread 'misc::quality_vs_scipy_pit_transformation_normal::transformation_normal_held_out_pit_is_uniform' (59883) panicked at tests/quality/misc/quality_vs_scipy_pit_transformation_normal.rs:290:50: :: fit transformation-normal model: IntegrationFailed { reason: 'transformation fit failed: custom-family optimization error in fit_custom_family outer smoothing: outer smoothing optimization failed cer
366	PASS	ok	misc::quality_vs_scipy_spd_frechet_mean::spd_frechet_mean_is_the_riemannian_center_of_mass	0	1	1	0		
367	PASS	ok	misc::quality_vs_scipy_spd_frechet_mean::spd_frechet_mean_is_the_riemannian_center_of_mass_on_real_data	0	0	1	0		
368	GAM_ERROR	gam_fit_failed	misc::quality_vs_scipy_yeojohnson_skewed_positive_transformation::gam_transform_objectively_normalizes_skewed_positive_sample	101	0	0	1	rho_dim=3 rho_dim=3 rho_dim=3 	thread 'misc::quality_vs_scipy_yeojohnson_skewed_positive_transformation::gam_transform_objectively_normalizes_skewed_positive_sample' (60007) panicked at tests/quality/misc/quality_vs_scipy_yeojohnson_skewed_positive_transformation.rs:248:57: :: gam transformation-normal fit: IntegrationFailed { reason: 'transformation fit failed: custom-family optimization error in fit_custom_family outer smooth
369	PASS	ok	misc::quality_vs_simplex_dirichlet_regression::gam_dirichlet_regression_recovers_truth	0	1	1	0		
370	GAM_ERROR	gam_fit_failed	misc::quality_vs_simplex_dirichlet_regression::gam_dirichlet_regression_recovers_truth_on_real_data	101	17	0	1	ession.rs:1130:60 rho_dim=3 rho_dim=3 	thread 'misc::quality_vs_simplex_dirichlet_regression::gam_dirichlet_regression_recovers_truth_on_real_data' (60102) panicked at tests/quality/misc/quality_vs_simplex_dirichlet_regression.rs:1130:60: :: gam Dirichlet fit (skye): Optimization { context: 'fit_custom_family outer smoothing', reason: 'outer smoothing optimization failed certified-fit validation after exhausting strategy fallbacks: Cus
371	PASS	ok	misc::quality_vs_statsmodels_gam_additive::gam_additive_matches_statsmodels_gam	0	6	1	0	rmse_truth(gam=0.0341 pearson_truth_gam=0.9996 pearson_truth(x1=0.9996 edf=20.566 edf=17.826 rel_l2_vs_sm=0.0365 pearson_joint_vs_sm=0.99930 	
372	PASS	ok	misc::quality_vs_statsmodels_gam_additive::gam_additive_matches_statsmodels_gam_on_real_data	0	1	1	0	edf=8.087 R2=0.9334 rmse=0.0701 rmse=0.0712 	
373	PASS	ok	misc::quality_vs_statsmodels_negbin::gam_negbin_matches_statsmodels_overdispersed_counts	0	1	1	0	edf=5.678 	
374	PASS	ok	misc::quality_vs_statsmodels_negbin::gam_negbin_matches_statsmodels_overdispersed_counts_on_real_data	0	8	1	0	edf=2.531 	
375	PASS	ok	misc::quality_vs_statsmodels_negbin_coefficient_se::negbin_log_coefficient_se_matches_statsmodels_no_theta_inflation	0	1	1	0		
376	PASS	ok	misc::quality_vs_synthetic_frailty_hazard_multiplier_likelihood::lognormal_hazard_multiplier_kernel_recovers_frailty_variance	0	9	1	0	se_sigma=0.106329 loglik=-2909.733857 loglik_at_opt=-2909.733857 loglik=-2909.733857 	
377	PASS	ok	misc::ws4a_end_to_end::ws4a_subsampled_fit_matches_full_data_fit	0	1	1	0		
378	PASS	ok	smooths::quality_spline_scan_vs_mgcv::spline_scan_matches_or_beats_mgcv_on_truth_recovery	0	11	1	0	edf=16.489 edf=16.483 	
379	PASS	ok	smooths::quality_vs_flexsurv_rp_spline::gam_rp_spline_holdout_concordance_matches_or_beats_flexsurvspline_on_cirrhosis	0	1	1	0		
380	PASS	ok	smooths::quality_vs_flexsurv_rp_spline::gam_rp_spline_holdout_concordance_matches_or_beats_flexsurvspline_on_cirrhosis_on_real_data	0	1	1	0		
381	PASS	ok	smooths::quality_vs_inla_smooth_posterior_sd_credible_interval::gam_credible_intervals_are_calibrated_against_truth	0	8	1	0	coverage=0.995 rmse=0.1221 	
382	METRIC_OFF	quality_metric	smooths::quality_vs_inla_tensor_product_spde::gam_tensor_product_predicts_held_out_pc1_better_than_inla_spde	101	4	0	1	R2=0.8525 rmse=0.79902 rmse=0.70544 edf=24.032 rel_l2=0.0748 pearson=0.99026 rmse=0.79902 rmse=0.77598 	thread 'smooths::quality_vs_inla_tensor_product_spde::gam_tensor_product_predicts_held_out_pc1_better_than_inla_spde' (60801) panicked at tests/quality/smooths/quality_vs_inla_tensor_product_spde.rs:338:5: :: gam held-out RMSE worse than INLA baseline by >10%: gam_rmse=0.79902 > 1.10 * inla_rmse=0.77598
383	PASS	ok	smooths::quality_vs_lifelines_smooth_tensor_baseline::gam_tensor_baseline_stratified_heldout_concordance	0	1	1	0	edf=9.085 	
384	PASS	ok	smooths::quality_vs_lme4_mgcv_random_intercept_by_smooth::gam_random_intercept_by_smooth_recovers_truth	0	2	1	0	edf=14.620 edf=14.207 	
385	GAM_ERROR	gam_fit_failed	smooths::quality_vs_lme4_mgcv_random_intercept_by_smooth::gam_random_intercept_by_smooth_recovers_truth_on_real_data	101	99	0	1		thread 'smooths::quality_vs_lme4_mgcv_random_intercept_by_smooth::gam_random_intercept_by_smooth_recovers_truth_on_real_data' (61075) panicked at tests/quality/smooths/quality_vs_lme4_mgcv_random_intercept_by_smooth.rs:477:6: :: gam combined fit on sleepstudy train: IntegrationFailed { reason: 'Outer smoothing-parameter optimization did not certify a stationary optimum (standard REML): gradient g 
386	PASS	ok	smooths::quality_vs_mgcv_cyclic_cubic::gam_cyclic_cubic_matches_mgcv_on_sine	0	1	1	0		
387	PASS	ok	smooths::quality_vs_mgcv_cyclic_cubic::gam_cyclic_cubic_matches_mgcv_on_sine_on_real_data	0	1	1	0	R2_avg=0.9219 	
388	PASS	ok	smooths::quality_vs_mgcv_cylinder_tensor_cc_ps::gam_cylinder_tensor_cc_ps_recovers_truth_and_mixes_boundaries	0	2	1	0	rmse=0.01543 rmse=0.02861 edf=14.998 edf=13.999 seam_gap=0.000e0 	
389	PASS	ok	smooths::quality_vs_mgcv_cylinder_tensor_cc_ps::gam_cylinder_tensor_cc_ps_recovers_truth_and_mixes_boundaries_on_real_data	0	2	1	0	edf=44.569 edf=44.171 R2=0.9996 rmse=0.4872 rmse=0.8201 	
390	PASS	ok	smooths::quality_vs_mgcv_duchon_2d::gam_duchon_2d_surface_matches_mgcv_ds	0	1	1	0	rmse=0.0211 rmse=0.0233 	
391	PASS	ok	smooths::quality_vs_mgcv_duchon_default_rank::gam_duchon_1d_default_rank_matches_mgcv_moderate_n	0	1	1	0	rmse=0.0092 rmse=0.0108 edf_total=11.9897 edf=27.7481 	
392	PASS	ok	smooths::quality_vs_mgcv_duchon_default_rank::gam_duchon_1d_default_rank_matches_mgcv_small_n	0	1	1	0	rmse=0.0116 rmse=0.0160 edf_total=11.9628 edf=25.3203 	
393	METRIC_OFF	quality_metric	smooths::quality_vs_mgcv_duchon_default_rank::gam_duchon_2d_default_rank_matches_mgcv_moderate_n	101	2	0	1	rmse=0.0214 rmse=0.0143 edf_total=28.7467 edf=44.6956 	thread 'smooths::quality_vs_mgcv_duchon_default_rank::gam_duchon_2d_default_rank_matches_mgcv_moderate_n' (61487) panicked at tests/quality/smooths/quality_vs_mgcv_duchon_default_rank.rs:373:5: :: default-rank 2-D Duchon recovers the truth worse than mgcv: gam RMSE-vs-truth=0.0214 > 1.10 * mgcv=0.0143
